V1	V2	V3	V4	V5	V6	V7	V8	V9
17	-0.219806779307162	-0.228151047118639	-0.00415819916069049	0.108910642271213	0.000128076536805523	0.00138908306741885	-5.16843069585943e-05	-0.0359422680529504	1.44945375467461e-06
18	-0.44068343938606	-0.31239352999703	0.109457883361666	0.307839702197443	0.0313977685213637	-0.0614748010957714	-0.021301739052335	-0.170799637781208	-0.00556350105805947
19	-0.301622496553225	-0.274754827190792	0.0176271421410969	0.180313000067996	0.00139016418633353	-0.00757675418636462	-0.000721827755493905	-0.076566810959818	-5.18321404696045e-05
20	-0.0609135953598588	-0.234430904003527	-0.057914740354432	0.0473264358943577	0.0571746809663705	0.0127534823287125	-0.0152093134871871	-0.0102956957255193	0.0136711681471472
21	-0.29791149786474	-0.249316894701767	0.0301765846842951	0.162540516962496	0.00451968176637434	-0.0123151207800651	-0.00222814083043509	-0.0655303450966123	-0.000303851780400292
22	-0.124246527031833	-0.246228069735997	-0.0510537768899076	0.0744785148296104	0.0282328074692757	0.014103637970796	-0.00942157549019184	-0.0203257468241544	0.00474385165539918
23	-0.399560689893968	-0.253524309520718	0.108011231528764	0.231525781382383	0.0406506785407335	-0.0526085544388799	-0.0239178115836172	-0.111403551933981	-0.00819599526531548
24	-0.13676732290655	-0.278894765027439	-0.066743174634572	0.0937543931532811	0.0383311116907811	0.0206866632565165	-0.0143516287133101	-0.0287069756313589	0.00750459262920912
25	-0.174622524330337	-0.31427753726981	-0.0771252345991559	0.129707719704827	0.0369961467824131	0.0281168835149481	-0.0162927115172201	-0.0467141807259481	0.0071159803599618
26	-0.276720182532246	-0.194019561527454	0.0441044172966067	0.12028432532018	0.0130462129374304	-0.0154836868116781	-0.00553277415376273	-0.0417170466300822	-0.00149013870084602
27	-0.336390575069645	-0.166388696135021	0.0967575470577375	0.13722867370897	0.0550369243153252	-0.0362823204061516	-0.0249304748507602	-0.0508355233509311	-0.0129116347986517
28	0.10014978068353	-0.287503343114698	-0.08207067232735	0.0190273830867954	0.285578982809337	0.011459490097343	-0.0481692334608128	-0.00262463304940678	0.152612238841409
29	-0.401130079318719	-0.214019827579651	0.130308073332106	0.205420182006786	0.0666851081054432	-0.0597834053987687	-0.0369576523796388	-0.0931032120860231	-0.0172204021489121
30	-0.209334128261768	-0.212347567489457	-0.00137597627069356	0.0965091718405515	1.58264176353683e-05	0.000432696129287784	-6.01202638880344e-06	-0.0299814672884902	6.29613357067005e-08
31	-0.00905066890910223	-0.108145467278288	-0.0131255063364692	0.0074508282092395	0.0186533527801396	0.00114684866254644	-0.00196885231563129	-0.000643141930977184	0.00254762414242948
32	-0.179923345623561	-0.214930708557189	-0.0155780791622326	0.0846156697153666	0.00231369622935838	0.00458698242251352	-0.000822973211353824	-0.0246136598315243	0.000111290862506176
33	-0.312103366507712	-0.310592920004157	0.00119679121543524	0.210452536915358	5.49050058640147e-06	-0.000555754831337124	-3.07994518142901e-06	-0.096545324817219	-1.2865240623474e-08
34	-0.289757509020243	-0.450949755654909	-0.13482645540989	0.297739730608354	0.0492541427921903	0.0744699880230287	-0.0328635989818753	-0.162463268626794	0.010931107055784
35	-0.0128442319177318	-0.375853717481276	-0.159472294233129	0.081955697770891	0.250334470016384	0.0462128326473793	-0.0876322963379186	-0.0234621997725829	0.125250936396232
36	-0.27885177263753	-0.183496394880608	0.0499343935656313	0.11603623865742	0.0173354547727239	-0.0172180661735512	-0.00722081174201997	-0.039526691477759	-0.0022824583373584
37	-0.28809178241243	-0.161926636111609	0.0642829957497054	0.109934873991578	0.03032396974658	-0.021575040550607	-0.0122944118651814	-0.0364504777098881	-0.00528054906180846
38	-0.354462799929932	-0.347386863587943	0.00578541281332155	0.267357163454131	0.000100996472024228	-0.00302808482618645	-6.38566421350881e-05	-0.138241277128644	-1.01498425462109e-06
39	-0.300436322942771	-0.281322404837242	0.0126914481441366	0.183694203984331	0.000707385621361628	-0.00550613274925953	-0.000370730158142282	-0.0787305309258696	-1.88141387210295e-05
40	-0.308020082912544	-0.214803159158791	0.0552117442034092	0.148373985874294	0.0165742731894452	-0.0215277241772705	-0.00780669723462055	-0.0571526859590352	-0.00213379031403934
41	-0.327622082807059	-0.280667745397229	0.0324280391642935	0.200836404938924	0.00422404232397238	-0.0147105760515472	-0.00231474653280487	-0.090004382791787	-0.000274531631878719
42	-0.29038879063885	-0.0924921338150716	0.0857520993062596	0.0795911403461365	0.0745339463891921	-0.0244886529110739	-0.0257122713113054	-0.0224541743600221	-0.020348442579982
43	-0.15819277668024	-0.238983752910116	-0.036231831973693	0.0856080259979994	0.0123707327964109	0.0107308792134363	-0.00442595128697629	-0.0250479232806397	0.00137591986090525
44	-0.175645452137463	-0.172582842391935	0.00124771634408691	0.0658159880047615	1.90822527978518e-05	-0.000324018149954167	-5.98617362879821e-06	-0.0168848461461024	-8.33574590025011e-08
45	-0.188299924470786	-0.248471677750927	-0.0296544661851223	0.103531720342341	0.00685229596505437	0.00965860926684696	-0.00269604284649228	-0.0333127239378974	0.000567223439749545
46	-0.185366895670802	-0.359709741700798	-0.107356036892248	0.161224766642052	0.0576700737591112	0.0436345117519278	-0.0283152465282214	-0.0647362644962008	0.0138492342241184
47	-0.0611821539155483	-0.227027908521508	-0.0540166694157318	0.0450679174040209	0.0522296887611596	0.0116077840249868	-0.0135582970457278	-0.0095675608839021	0.0119364767594467
48	-0.0316023187722245	-0.192926287080566	-0.0409365897974044	0.0273498427647783	0.049430819487971	0.006852938738587	-0.00999606771004219	-0.00452305897933884	0.0109899752835336
49	-0.446689046576019	-0.296863710563174	0.126181851569441	0.300108079359481	0.0428001633355323	-0.0699718748960765	-0.0286706957401883	-0.164405571503388	-0.0088545835371919
50	-0.430912880636478	-0.299737844598121	0.108577016709357	0.289779699238105	0.0328198940057288	-0.0591642896748023	-0.0216035496133683	-0.155991859820609	-0.00594573790653065
51	-0.3145729858949	-0.294412183368337	0.0140120947718497	0.201290434385342	0.000786886903254388	-0.00636359315425651	-0.000431695823897562	-0.0903097636340673	-2.20733614871661e-05
52	-0.332717763237322	-0.318808939057237	0.0103938843217801	0.230393935415008	0.000378280572013733	-0.0050501138850818	-0.000222025839298628	-0.11058763352754	-7.35734388527137e-06
53	-0.138888094437224	-0.400013131327092	-0.159016054104944	0.157576527054128	0.12945527229008	0.0638961228064297	-0.0628375822354524	-0.0625514363568243	0.0465778688595703
54	-0.0854664600550086	-0.266261215877568	-0.0718600279964649	0.0671241028401065	0.062061975011481	0.0188457923032098	-0.0196615974877914	-0.0173907271430376	0.0154610287651961
55	-0.0398058594659296	-0.332556250194753	-0.123200063224043	0.0752184850053861	0.162789579571847	0.034202747406575	-0.0545937409067268	-0.0206294131139832	0.0656810220760187
56	-0.368509045226929	-0.265098300171592	0.0742393109061947	0.217913642676477	0.0204038802384219	-0.0350803496772365	-0.0116468622180435	-0.101724749890519	-0.00291453415172407
57	-0.173290111399841	-0.129625863005052	0.0149899555729716	0.0498061921845543	0.00363954148011422	-0.00338633396881203	-0.000993212794027071	-0.011115397803266	-0.000219568487448664
58	-0.316852263408075	-0.243519485132228	0.0465819253811095	0.170446445240438	0.0102701371804852	-0.019467006812037	-0.00518470654756723	-0.0703690879657992	-0.00104079301018531
59	-0.316739794809872	-0.257102724852892	0.0388158435971134	0.178736738930119	0.00680038578194114	-0.0166113035937794	-0.00351555929595965	-0.0755650101268181	-0.000560790084351549
60	-0.221573933518739	-0.214343602998681	0.00362962597037476	0.103136889489612	0.000103047874927628	-0.00117993113146505	-4.0466907493489e-05	-0.0331223425291649	-1.04606473206109e-06
61	-0.167524300924067	-0.36562835531124	-0.119332935934693	0.154243238264912	0.074480715306394	0.0474407082740652	-0.0357685115435031	-0.060577200864892	0.0203266476208027
62	-0.295444014277858	-0.256751198511219	0.0242677384788691	0.165502564282281	0.00287066958042064	-0.00999354197785986	-0.001428037238657	-0.0673297637546949	-0.000153806542973276
63	-0.190860156551945	-0.30343786572231	-0.0628421888422233	0.132592407424633	0.0240277593147838	0.0231631917742624	-0.0106985904517552	-0.0482811920279545	0.00372451655910741
64	-0.266047687306786	-0.256805659144553	0.00555859684723259	0.148376601503917	0.000167994187653715	-0.00216738297652437	-7.91281346060132e-05	-0.0571541972507519	-2.17741587071509e-06
65	-0.359007624804116	-0.276100124988637	0.0596879612599724	0.218942575865583	0.0131272147209172	-0.0282708995911248	-0.00751089451150451	-0.10244607757038	-0.00150403825819651
66	-0.3094283461033	-0.215691916109739	0.0557632608051201	0.149680629008254	0.016759460941727	-0.021838295223033	-0.00792860546135318	-0.0579093112073149	-0.0021696519375432
67	-0.357030168648641	-0.131611868923289	0.124665402864518	0.129629627742033	0.0967201447585199	-0.0454345104697641	-0.0425817039908466	-0.0466719998950413	-0.0300798320307315
68	-0.382276509972141	-0.144029244002551	0.141917614951226	0.150382250514888	0.108045168194293	-0.0557086154883741	-0.0512339218702543	-0.0583169590904989	-0.0355146897291891
69	-0.34065166158522	-0.241005995008203	0.0656654384779622	0.183645820628759	0.0189418315473297	-0.0284849292161194	-0.0099258214000547	-0.0786994276328832	-0.0026069515209086
70	-0.328156550559193	-0.290373673103137	0.0265605241918719	0.207653346422554	0.00274071370531949	-0.0122516302217276	-0.00152716900283411	-0.0946255466694367	-0.000143481367534597
71	-0.331147177832473	-0.440171674284036	-0.0948909797862988	0.322872896860376	0.0224981907002449	0.0545793673691521	-0.0156321009354843	-0.183462533019638	0.00337459291573914
72	-0.475639432491806	-0.326761266328806	0.135324442566488	0.349488185567002	0.0422716613469967	-0.0809804652788042	-0.0305576201461841	-0.206608768239675	-0.00869108455157943
73	-0.44844298110302	-0.276562943558466	0.141115095854508	0.285329452362815	0.0563027580087942	-0.0763017586422913	-0.036775359988777	-0.152412260468088	-0.0133596322697693
74	-0.0358369207269102	-0.13041860511805	-0.0177703370135532	0.0149969558693461	0.0169870332588217	0.00220285033942864	-0.00254374197030173	-0.00183655809295086	0.00221399331710225
75	-0.558591086780261	-0.233383208273303	0.291518867096538	0.340511221222261	0.201340539926858	-0.172194847862616	-0.143664976067409	-0.19869966841333	-0.0903434858117282
76	-0.209649741719096	-0.226514247627507	-0.0082530420833496	0.103250078429609	0.000532190418306186	0.0026843987390541	-0.000209105862104035	-0.0331768833141114	1.22772352233126e-05
77	-0.384098712656317	-0.217958392035805	0.113252048313107	0.196765573488194	0.0525862664344056	-0.0508520417382707	-0.0285233714181375	-0.0872817958711807	-0.0120589225605095
78	-0.520746266141836	-0.279393965775083	0.218631951055419	0.347546350238175	0.110954226659138	-0.130469130435117	-0.0799841950810287	-0.204889214839617	-0.0369586225068924
79	-0.215142270177417	-0.157336711632878	0.024398326506381	0.0753087505554028	0.0063768170533029	-0.00677751568645729	-0.00213983674308529	-0.0206665585816407	-0.000509220567211641
80	-0.20411863145943	-0.449941635599443	-0.18165993143573	0.2321332695112	0.114685952434626	0.0885963053920006	-0.067566726973631	-0.11184229816295	0.0388387584481903
81	-0.235122569910448	-0.214810049134372	0.0104051314776673	0.109877264532389	0.000794907560714452	-0.00349131683895685	-0.000322199238015997	-0.0364218296052679	-2.24117072879498e-05
82	-0.0524247393361586	-0.244321777999934	-0.0643552627894303	0.0477751085616694	0.0699351926537765	0.0142387767492914	-0.0186917764671268	-0.0104424528713811	0.0184945455131147
83	-0.0896246535402514	-0.424230166782306	-0.194314186048127	0.143255104114937	0.212631808458458	0.0744470222549447	-0.0984095502625461	-0.0542207045993472	0.0980488150361015
84	-0.428991662946838	-0.184456036827658	0.169793978901255	0.204296617231056	0.113844673955718	-0.0776856215421082	-0.0629212392028895	-0.092340402527876	-0.0384121907158612
85	-0.247934573513168	-0.275772872591446	-0.0163929137732804	0.148855351801656	0.00145638828747298	0.00640215453060747	-0.000687089586044417	-0.0574310399143657	5.55796447306606e-05
86	-0.00371005341318407	-0.122471470207734	-0.0169366022609625	0.00863662904012487	0.0267940049473043	0.00159325831314877	-0.00304483475471333	-0.000802631868343996	0.00438587701941913
87	-0.215029670707414	-0.222588561964109	-0.0036750979897372	0.103941082331213	0.000104828635722321	0.0011993620753365	-4.13263941043704e-05	-0.0335104957039086	1.07329696341878e-06
88	-0.292804089806686	-0.272611959910755	0.0130211995917883	0.173518848095723	0.000788287532693195	-0.00549050252090484	-0.000401524405494496	-0.0722803062402419	-2.2132322349214e-05
89	0.0429504632475519	-0.331932909150856	-0.122437454032536	0.0452899381376315	0.267027614004597	0.0263756350751335	-0.069488190197515	-0.00963834774306261	0.137985757725684
90	-0.0222535724404286	-0.265483891575889	-0.0790980948443295	0.0449128738832241	0.11238038689867	0.0169683345182392	-0.0291225840625748	-0.00951823160880453	0.0376734839384318
91	-0.28020149257062	-0.387609541259001	-0.0809595342649863	0.242028070767068	0.0218473912059045	0.0403170402320284	-0.0131427551386044	-0.119068973210046	0.00322923297086253
92	-0.384087772665043	-0.153382544185086	0.140344366401102	0.156827829807628	0.101320227849026	-0.0562592997069369	-0.0490638570034955	-0.0621061630382524	-0.0322510780765855
93	-0.216855943334578	-0.213847914540384	0.00152884037094134	0.100683971837376	1.87280804871449e-05	-0.00049105493891378	-7.26653548521809e-06	-0.0319477670634044	-8.10475518101119e-08
94	-0.181921928912556	-0.120761264675613	0.0209680770460899	0.0497314216151317	0.00713207095921937	-0.00473327581478808	-0.00194484526699177	-0.0110903770401228	-0.00060231472851664
95	-0.395412126512175	-0.224884619031692	0.119764733798767	0.208868272462097	0.0554006365003462	-0.0554055106917786	-0.0309602852642904	-0.0954572045775449	-0.0130398360661299
96	-0.231127260608982	-0.289408393819948	-0.0342139975433784	0.147052499730187	0.00642191496142067	0.0132809088783268	-0.00301130481034974	-0.0563908469137259	0.000514632045332028
97	-0.244247659844828	-0.348409729973952	-0.0696881021445309	0.190617176303684	0.0205534421419048	0.0307983481927476	-0.0109728525306621	-0.0832229388181631	0.00294663842045241
98	-0.48889297963266	-0.26425840022338	0.191539993115642	0.307924452626628	0.0961178568969587	-0.107589360943071	-0.0652199001836342	-0.170870176142968	-0.0297993038428022
99	-0.210306061512815	-0.107176277783334	0.0370656506982962	0.0547174408576148	0.020255678829138	-0.00877651882442183	-0.00579380204460186	-0.0127993721240068	-0.00288283777013834
100	-0.251284218846939	-0.207049089694228	0.0230009038935907	0.114022160425699	0.00374308649812077	-0.00786189623463142	-0.00154553362390781	-0.0385020539535093	-0.000229004910470816
101	-0.0364901249056836	-0.331444697995393	-0.122652156459948	0.0734397734464495	0.165252626305236	0.033645626843805	-0.0547605745789317	-0.0199020124080635	0.0671773016764408
102	-0.124033116614916	-0.139558339701068	-0.00460401050540179	0.037709267866476	0.000453475505266478	0.000904999058936978	-0.000107679206237618	-0.00732271532241727	9.65674470332764e-06
103	-0.2324240776761	-0.541725083086353	-0.270546882592575	0.325195778160962	0.181580618687185	0.156171849967011	-0.126618132181055	-0.18544594787463	0.0773756369749301
104	-0.128946104850764	-0.247102061568671	-0.0501946231442006	0.0767370431426343	0.0264873589582008	0.0140749707093699	-0.00897212156687043	-0.0212572750133426	0.00431080110732873
105	-0.202887959210975	-0.286070738170173	-0.0459120615074793	0.129747936734123	0.0131063707438126	0.0167403600737059	-0.00577280171856865	-0.0467359086292552	0.00150045741203815
106	-0.227863754426121	-0.28976580507819	-0.0361429606953539	0.145414453186683	0.00724718250854991	0.0139513194830719	-0.0033793015501408	-0.0554512527046896	0.000616955439599742
107	-0.438439317518856	-0.196430688114355	0.17391261310537	0.218811988731248	0.11151168284657	-0.0823482565098771	-0.0637837264297342	-0.102354436111798	-0.0372375033113785
108	0.00603574224929439	-0.286574846312406	-0.0927766838818874	0.042688675478832	0.162665080727867	0.0194036287575653	-0.0410964809100455	-0.00882000883038691	0.0656056888050663
109	-0.416784670322843	-0.197955947826079	0.15227647657275	0.205153373212156	0.0911835084966855	-0.0698167971890322	-0.0505021179168641	-0.0929218811593148	-0.0275343258704192
110	-0.192412729818356	-0.213417375587672	-0.00958334401194262	0.0893873056034685	0.000828872310980924	0.002900299000389	-0.000303025737640537	-0.0267247572983663	2.38633520310894e-05
111	-0.434349094953501	-0.358807166222019	0.067976846623329	0.341462962788758	0.0109171115089937	-0.0402087514530188	-0.00780069881706705	-0.199533309729444	-0.0011406742018838
112	-0.355406365891714	-0.272015163895943	0.0593072117959387	0.213675563793293	0.0132797371098871	-0.027750621100654	-0.00750621273656211	-0.0987716452250659	-0.00153032691478465
113	-0.187317896325659	-0.43229516279559	-0.171506258086441	0.208323290970561	0.113907268517358	0.0792385750227016	-0.063573235252044	-0.0950838463361716	0.0384438750005653
114	-0.455706036349632	-0.178158970186913	0.199118481945775	0.218127283472853	0.146636631828734	-0.0941356963098494	-0.0837435628166514	-0.101874381749592	-0.0561518041709097
115	-0.206663554850092	-0.258609419651249	-0.0272571747806879	0.117486288771472	0.00510156958553155	0.00945719193128028	-0.00213821498709756	-0.0402699210245074	0.000364380999032544
116	-0.657068900700166	-0.140422783150729	0.466259425237147	0.345321904712378	0.507879218139687	-0.277349545950591	-0.364944201798957	-0.202925297604723	-0.361943401488055
117	-0.261764586865602	-0.327334308514505	-0.0435622193503205	0.188342372848992	0.00812832910850804	0.0191369088235061	-0.00431349461404541	-0.0817376328851503	0.000732827771611914
118	-0.270900032395879	-0.252340927990786	0.0110760389936119	0.148598284632298	0.000666015717024899	-0.00432194410049887	-0.000313939048668465	-0.0572823325403986	-1.71880543004625e-05
119	-0.319496361315843	-0.149774988093212	0.0901554695583718	0.119548581184046	0.0548490430919676	-0.0315538287489177	-0.0231897053294578	-0.0413348760199208	-0.0128455759947787
120	-0.141097941830811	-0.188498268416452	-0.0176297493636071	0.0589559262008635	0.00425298774967452	0.00433308933340154	-0.00126273386204329	-0.0143149949721424	0.000277358319736261
121	-0.0735664474569674	-0.274263883071149	-0.0788903699499329	0.0656422859935266	0.0764880537596789	0.0204599049844803	-0.023962902501104	-0.0168180463649626	0.021153898472766
122	-0.322570597872734	-0.188494249672339	0.0775861996905737	0.141782351851421	0.0342512247691089	-0.0295721798838357	-0.0157703435963681	-0.0533867230480693	-0.0063389037673143
123	-0.341477056044422	-0.0647937329932371	0.127204165088431	0.089621405101953	0.145653269278149	-0.0385473899717742	-0.0533187639824576	-0.0268298115893132	-0.0555879112706629
124	-0.337659992538351	-0.272002455979477	0.0453973243841999	0.201747548534506	0.00824103142823813	-0.0206405925943452	-0.00452626175086361	-0.0906175673727379	-0.000748121878309377
125	-0.165730882917643	-0.325869523582437	-0.0889364597290656	0.131141314233688	0.0486574635135342	0.0326014844110586	-0.0215463243515344	-0.0474907794378236	0.0107330758494807
126	-0.198037987931682	-0.270911608486449	-0.0385696828774141	0.11934722498939	0.0100556264768508	0.0134877653615259	-0.0042478508293988	-0.0412304892386874	0.00100835556443565
127	-0.287462985281977	-0.243964703031124	0.0262394311412629	0.153288973384038	0.00362349142116286	-0.0103991452610725	-0.00173474904499001	-0.0600159069501559	-0.000218117673205672
128	-0.0631392711563645	-0.281699358549851	-0.0851754597794847	0.064515733027301	0.0907178312411043	0.0218995442074459	-0.0281760065128363	-0.0163869622835069	0.0273236673069451
129	-0.444662956136905	-0.433262797177442	0.0115831645341754	0.418330930288439	0.000258740132640566	-0.00758359243966755	-0.000204633977814839	-0.270570201166024	-4.16193884710694e-06
130	-0.259745791153604	-0.206632459509978	0.028088756505657	0.118061306463129	0.00539121639325017	-0.00976953913919546	-0.00226513722958044	-0.0405659244232277	-0.000395849541192313
131	-0.196127725307311	-0.174205446216679	0.00922841857540549	0.0744392199926189	0.000922958295759319	-0.00254868382622241	-0.000307919325236802	-0.0203096631612477	-2.80396841041356e-05
132	-0.194953327211444	-0.323177895220198	-0.0750351282476101	0.145685133395362	0.0311776476367781	0.0289907878954432	-0.0145514048628123	-0.0556061534625359	0.00550509751963234
133	-0.0477725978872166	-0.167643766207119	-0.0291811511272404	0.0251774415965044	0.0272849124399319	0.00468701118359846	-0.00529398034855179	-0.00399500563132263	0.00450696148384907
134	-0.421903358898106	-0.208616936433813	0.152235485007046	0.21581832467545	0.0866308938655687	-0.0715892520536953	-0.0492119887207264	-0.100261102377819	-0.0254981806250178
135	-0.386533203311052	-0.218108290905527	0.115301113904865	0.198458783614115	0.0540413267673917	-0.0519943839567734	-0.0294384627122561	-0.0884108340733053	-0.0125628740068426
136	-0.240422009196055	-0.29386173950906	-0.032190085299593	0.15492393722077	0.00539579015668944	0.0128253481092385	-0.00259697803327197	-0.0609786476155878	0.000396353390223458
137	-0.0677595032350404	-0.464785309055886	-0.238956621994582	0.153856788429489	0.299399313174667	0.0948779239165225	-0.143602861173053	-0.0603496831446361	0.163823499787464
138	-0.120860279535351	-0.313121625041059	-0.09428157608145	0.102194466112277	0.0701706679780116	0.0305090226173062	-0.0274298392286121	-0.0326693932553633	0.0185880321991125
139	-0.415339723365828	-0.436521318985808	-0.0201561691590995	0.393850980989252	0.000832172537416825	0.0128044736763157	-0.000638606459472744	-0.247171217781343	2.4006014786537e-05
140	-0.295683553276755	-0.388859777038092	-0.0719677104223229	0.2543120652454	0.0164300062969639	0.0367374442519742	-0.0101315332506452	-0.128247954532077	0.00210599140703419
141	-0.25547096277807	-0.206292342069923	0.0257552345283185	0.115735847193864	0.00462372977770237	-0.00886925676404925	-0.00192344757704533	-0.0393733024190696	-0.00031440443772833
142	-0.189763898861355	-0.133076388684497	0.0207332765492752	0.056574761184142	0.00612974592752866	-0.00499191379119175	-0.00178282124318052	-0.0134565612978711	-0.000479914321957123
143	-0.418826885295633	-0.229412622668343	0.139013544512465	0.228112466285069	0.0683430782423332	-0.0672077565196313	-0.039913793654705	-0.108949070648623	-0.0178665954536859
144	-0.225714382775067	-0.351485357813137	-0.0819769318861023	0.180798891603407	0.0299858855242677	0.0352839593751657	-0.0155908115565515	-0.0768765075737364	0.00519248580569741
145	-0.105001198355556	-0.288948709838745	-0.0818861128841353	0.0842092571183189	0.0642377021629777	0.0240534815082361	-0.0227941749540107	-0.0244365422790565	0.0162811469514437
146	-0.255922909123788	-0.300654789605371	-0.0280483944370126	0.168124645191025	0.00377497390258533	0.0116415676967033	-0.00189270794779566	-0.0689361573480026	0.000231937477931669
147	-0.377310283402952	-0.1543880560265	0.1341552678406	0.153476589905728	0.0946025063164888	-0.0532006051773553	-0.0453187241466049	-0.0601261244707729	-0.0290973852100931
148	-0.0557524287114179	-0.155975059302771	-0.0239784643553769	0.0243237552087858	0.0190695932858398	0.00378551045267799	-0.00363672702962222	-0.00379355107930657	0.00263337158970592
149	-0.0757153194607513	-0.266025387396332	-0.073496658050161	0.0633647214441569	0.0687728426364108	0.0187274707844974	-0.0211687250705059	-0.0159503895832914	0.0180353869088321
150	-0.291521404182429	-0.239328641550559	0.0314306632654384	0.152957444851943	0.00521033675512898	-0.0124430437256019	-0.00249175343401667	-0.0598213115098801	-0.000376095979129308
151	-0.270455605596492	-0.138149301145081	0.061200254444133	0.0906344942693875	0.033338208764238	-0.01865038309571	-0.0122727809136425	-0.027286025060216	-0.00608714143506494
152	-0.0895367708955798	-0.11330059836995	-0.005436775093774	0.0223288325100239	0.00106793800304809	0.000822360320418241	-0.000195134028784118	-0.00333656065366424	3.48994885160358e-05
153	0.0744804198009268	-0.246130088966441	-0.0621903727080534	0.015973283693347	0.195335615883857	0.0079562429002205	-0.0301878720441591	-0.00201879075635673	0.086332070014547
154	-0.186942090366595	-0.283714733715589	-0.0514289285826603	0.120214116628494	0.0177496096376264	0.0180498244711789	-0.0075252425543564	-0.0416805272603686	0.00236473897449133
155	-0.327382561763823	-0.335531164637681	-0.00595794168450121	0.238512835728293	0.000120063240952154	0.00294537026039772	-7.17001232391611e-05	-0.116484364264918	1.31557342979267e-06
156	-0.13577239969545	-0.197956861046504	-0.0234294859705187	0.0604422199763735	0.00732680167481238	0.00583070051980586	-0.00220261504520413	-0.0148597194709746	0.000627150328411554
157	-0.369811661175889	-0.2425460732217	0.0882667177691846	0.203547697926876	0.0308785630537394	-0.0403104685639353	-0.0170350785853627	-0.0918331100391856	-0.00542607288540953
158	-0.147144118218421	-0.320977718724116	-0.0919407034648948	0.118910674149026	0.0573487723436158	0.032092682116776	-0.0241817934848009	-0.041004475581353	0.013733656733219
159	-0.317350591439758	-0.276434720828056	0.0275968223630488	0.191371846463897	0.00321047602491083	-0.0122204127061344	-0.00171736424380116	-0.0837176580689802	-0.000181908983305152
160	-0.337594092645036	-0.361994455062645	-0.0191362440233254	0.265630022505032	0.00111215562784488	0.00998350526594673	-0.00070090330074708	-0.136903874303707	3.7089275145724e-05
161	0.036930457790826	-0.266001487582003	-0.078426079585445	0.0284572215378816	0.174364407647549	0.0133919717515714	-0.0359673174444218	-0.00480052507220583	0.0728092836396134
162	-0.364114711050845	-0.0935222370103507	0.140138378368883	0.113710102501638	0.139329938826771	-0.0478348464910959	-0.0574510451463081	-0.0383441024649432	-0.0520075828567199
163	-0.157022008934591	-0.253094890374436	-0.0444973086617654	0.0912755640319212	0.017500170715746	0.013608140303695	-0.00646507414197979	-0.0275760328649964	0.00231506627261978
